Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
314218;60975174000100;ASSOCIAO DE BENEFICNCIA E FILANTROPIA SO CRISTOVO;;Filantropia;RUA AMRICO VENTURA;123;;ALTO DA MOOCA;So Paulo;SP;3128010;11.0;20297202.0;20297602.0;saocristovao@saocristovao.com.br;VALDIR PEREIRA VENTURA;PRESIDENTE CONS. DELIBERATIVO;4.0;1998-12-21
423475;3468485000130;ASSOCIAO DE PROTEO  MATERNIDADE E  INFANCIA DE CUIAB ;HOSPITAL GERAL E MATERNIDADE DE CUIAB;Filantropia;Rua 13 de Junho ;2101;;Centro;Cuiab;MT;78025000;65.0;33637096.0;;diretoria@hg.cuiaba.br;FLVIA GALINDO SILVESTRE SILVA;Presidente do Conselho;;2022-12-27
422321;35657268000185;ASSOCIAO DE SADE DO VALE;LEVMED SADE;Medicina de Grupo;RUA EPITCIO PESSOA;651;;CENTRO;Jaragu do Sul;SC;89251100;47.0;35124100.0;;contato@levmed.com.br;CARLOS CESAR FELIPONI;DIRETOR EXECUTIVO;5.0;2020-07-14
418731;15022430000181;ASSOCIAO DE SADE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIO;HFC SADE;Medicina de Grupo;RUA RAFAEL ALOISI;51;;VILA REZENDE;Piracicaba;SP;13405205;;;;lilian.pedro@hfcp.com.br;JOS CORAL;DIRETOR SUPERINTENDENTE;5.0;2013-01-11
417530;11939445000158;ASSOCIAO DE SADE PORTUGUESA DE BENEFICNCIA;SADE BENEFICNCIA;Medicina de Grupo;RUA TIRADENTES;293;CJ 51 A 54 - LOTE 5A;VILA ITAPURA;Campinas;SP;13023190;19.0;35001500.0;;diretoria@saudebeneficencia.com.br;ARLY DE LARA ROMO;REPRESENTANTE;5.0;2010-09-02
393533;12317012000123;ASSOCIAO DO FISCO DE ALAGOAS;;Autogesto;RUA ARTUR VITAL DA SILVA;58;;GRUTA DE LOURDES;Macei;AL;57052260;82.0;33383494.0;33381846.0;clebia.presidencia@asfal.com.br;GUSTAVO DE ALBUQUERQUE CALHEIROS;DIRETOR PRESIDENTE;6.0;1998-12-28
420000;15713057000105;ASSOCIAO DO PLANO DE SADE DA SANTA CASA DE MISERICRDIA DE ITABUNA - PLANSUL;PLANSUL;Medicina de Grupo;RUA SANTA CRUZ;s/n;HOSPITAL MANOEL NOVAIS;BAIRRO DE FTIMA;Itabuna;BA;45603305;73.0;32143800.0;;PLANSUL@PLANSUL.net;CELSO ROBERTO DOS SANTOS;GESTOR;5.0;2015-12-15
387185;34011288000111;ASSOCIAO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;AFRERJ;Autogesto;RUA SETE DE SETEMBRO;55;25  ANDAR;CENTRO;Rio de Janeiro;RJ;20050004;21.0;35345555.0;22525756.0;amafrerj@afrerj.org.br;ALOISIO DA CUNHA TAVARES;DIRETOR PRESIDENTE;4.0;1998-12-16
330281;9306242000182;ASSOCIAO DOS AUDITORES FISCAIS DO ESTADO DA PARABA - AFRAFEP;AFRAFEP - SAUDE;Autogesto;Rua Corlio Soares de Oliveira;497;;Centro;Joo Pessoa;PB;58013260;83.0;30485640.0;;admin@afrafepsaude.com.br;QUINTILIANO BEZERRA LIMA;PRESIDENTE;3.0;1998-12-22
384704;13170410000122;ASSOCIAO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAO E OBRAS PBLICAS - ASSEC;ASSEC;Autogesto;AV. ADLIA FRANCO;3035;;DIA;Aracaju;SE;49048010;;;;ans@assecsaude.com.br;VALDILENE OLIVEIRA MARTINS;PRESIDENTE;3.0;1998-12-30
382639;92911056000116;ASSOCIAO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;AFISVEC - SADE;Autogesto;RUA URUGUAI;155;CONJ.1010;CENTRO;Porto Alegre;RS;90010140;51.0;32244922.0;32244922.0;saude@afisvec.org.br;EDUARDO JAEGER;PRESIDENTE;3.0;1998-12-28
306754;299149000113;ASSOCIAO DOS FUNCIONRIOS DO FISCO DO ESTADO DE GOIS;AFFEGO-SADE;Autogesto;RUA 83;218;QUADRA F-15, LOTE 26;SETOR SUL;Goinia;GO;74083020;62.0;32185051.0;;walima@affego.com.br;HUGO MARIA DASSUNO;REPRESENTANTE;3.0;1998-12-23
388092;4503249000170;ASSOCIAO DOS FUNCIONRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;AFFEAM SADE;Autogesto;RUA FRANCO DE S;812;1 ANDAR;SO FRANCISCO;Manaus;AM;69079210;92.0;36634380.0;36113013.0;affeamsaude@affeam.com.br;DERCYVONE DA SILVA GOES;PRESIDENTE;6.0;1998-12-31
335754;14799035000147;ASSOCIAO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA;ASFEB;Autogesto;RUA DR. JOS PEROBA;149;EDF ELDORADO 1 ANDAR SL: 101/102 e 902;STIEP;Salvador;BA;41770235;71.0;22012205.0;33417182.0;coordennacaomedica@asfeb.org.br;DOMENICO FIORAVANTI;PRESIDENTE;3.0;1998-12-23
309028;29167970000168;ASSOCIAO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;ASSIST;Medicina de Grupo;RUA SENADOR DANTAS;117;SLJ 201, 206 A 209 SALAS 208, 301, 302 3;CENTRO;Rio de Janeiro;RJ;20010000;21.0;21425149.0;;assist@assist.org.br;GERALDO DA COSTA LEITE;DIRETOR PRESIDENTE;4.0;1999-01-19
419591;20160828000114;ASSOCIAO DOS SERVIDORES PBLICOS DA ADMINISTRAO DIRETA DO GOVERNO DO ESTADO DO PAR - ASPAR;ASPAR;Autogesto;AVENIDA SENADOR LEMOS;904;;UMARIZAL;Belm;PA;66050000;91.0;32251521.0;;aspara@aspara.org.br;GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA;PRESIDENTE;5.0;2014-10-21
342556;87547444000120;ASSOCIAO DR. BARTHOLOMEU TACCHINI;PLANO DE SADE TACCHIMED;Filantropia;RUA JOS MRIO MONACO;358;;CENTRO;Bento Gonalves;RS;95700068;54.0;34554333.0;34554333.0;nucleojr@tacchini.com.br;HILTON ROESE MANCIO;SUPERINTENDENTE;5.0;1998-12-22
326755;78613841000161;ASSOCIAO EVANGELICA BENEFICENTE DE LONDRINA;PLANO DE SAUDE HOSPITALAR;Filantropia;AV. BANDEIRANTES;618;;JD. LONDRILAR;Londrina;PR;86015900;43.0;33781000.0;;planohospitalar2@planohospitalar.org.br;LINCOLN VIEIRA MAGALHES;REPRESENTANTE LEGAL;5.0;1998-12-22
422053;33922160000147;ASSOCIAO FCA SADE;STELLANTIS SAUDE PE/PB;Autogesto;AV CONTORNO;3455;GALPAO 8, SALA 36, PARTE A;DISTRITO INDUSTRIAL PAULO CAMI;Betim;MG;32669900;31.0;34023812.0;;juridicostellantissaude@stellantis.com;CRISTIANE DE OLIVEIRA ROQUE PAIXO;Diretora;5.0;2019-12-03
416584;8883265000197;ASSOCIAO FUNDO DE PROTEO  SADE;FUPS;Autogesto;RUA FIORAVANTE JOO FERRI;99;;JARDIM ALVORADA;Campo Mouro;PR;87308445;;;;fups@fups.com.br;MAYARA DE OLIVERA RODRIGUES;REPRESENTANTE;4.0;2008-03-07
402206;2220135000198;ASSOCIAO GOIANA DO MINISTRIO PBLICO;AGMP;Autogesto;RUA T-29 C/ T-9;1758;;SETOR BUENO;Goinia;GO;74215050;62.0;32856660.0;;administracao@samp.org.br;VALRIA CRISTINA DE PAULA MAGALHES;DIRETORA GERAL;3.0;1999-03-17
421618;30724638000136;ASSOCIAO HOSPITAL SADE DE VARGEM GRANDE DO SUL;HOSPITAL SADE;Medicina de Grupo;Praa Nossa Senhora Aparecida;61;Sala 01;Nossa Senhora Aparecida;Vargem Grande do Sul;SP;13880000;19.0;36419300.0;;associacaohsvgsul@gmail.com;JOS GERALDO RAMAZOTTI;PRESIDENTE;6.0;2019-04-08
423807;92685833000151;ASSOCIAO HOSPITALAR MOINHOS DE VENTO;HOSPITAL MOINHOS DE VENTO;Autogesto;Rua Ramiro Barcelos;910;;Moinhos de Vento;Porto Alegre;RS;90035001;51.0;33143545.0;;marcelo.rosa@hmv.org.br;MARCO ANTNIO DE MODESTI;CFO;;2023-10-30
419150;15323270000100;ASSOCIAO MAIS SADE SANTA CASA DE SO JOO DA BOA VISTA;MAIS SADE SANTA CASA;Medicina de Grupo;RUA SO LUCAS;21;Andar 1 e 2;PERPTUO SOCORRO;So Joo da Boa Vista;SP;13870529;19.0;36344440.0;;presidencia@maissaudesantacasa.com.br;VERA LUCIA SASSARON PANDINI;PRESIDENTE;6.0;2013-10-22
417211;11177786000133;ASSOCIAO MINEIRA DE ASSISTNCIA  SADE DOS MEMBROS DO MINISTRIO PBLICO;AMMP SADE;Autogesto;RUA TIMBIRAS;2928;3 ANDAR;BARRO PRETO;Belo Horizonte;MG;30140062;31.0;21054878.0;25326391.0;saude@ammpsaude.org.br;FRANCISCO CHAVES GENEROSO;DIRETOR DE SADE;3.0;2010-04-09
420158;23869306000184;ASSOCIAO PADRE ALBINO SADE;PADRE ALBINO SAUDE;Medicina de Grupo;RUA BELEM;423;;CENTRO;Catanduva;SP;15800280;17.0;33113716.0;;ADMINISTRACAO@PADREALBINOSAUDE.COM.BR;VANIA REGINA CATOIA GARCIA;DIRETORA EXECUTIVA;5.0;2016-07-06
420816;25141173000150;ASSOCIAO PADRE PIO PLANOS DE SADE;PADRE PIO PLANOS DE SADE;Medicina de Grupo;Rua Jos Antunes Azevedo Filho;70;;Jardim Nova Itlia;Limeira;SP;13484401;19.0;34467700.0;;plano.pe.pio@humanitaria.com.br;CESAR LUIS DERMONDE;Diretor Presidente;6.0;2017-06-09
418617;12049486000131;ASSOCIAO PARANAENSE DE ASSISTNCIA  SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARAN;PROMED;Autogesto;RUA MATEUS LEME;2018;2 ANDAR;CENTRO CVICO;Curitiba;PR;80530010;41.0;33522855.0;33522855.0;superintendencia@promedpr.org.br;SYMARA MOTTER;PRESIDENTE;3.0;2012-10-08
422631;39427632000171;ASSOCIAO PETROBRAS DE SADE - APS;;Autogesto;Avenida Repblica do Chile;65;Sala 302;Centro;Rio de Janeiro;RJ;20031170;;;;carolina.lucas@saudepetrobras.com.br;CAROLINA SALGADO LUCAS;GERENTE REGULATRIO E PRODUTOS;1.0;2021-01-28
419974;19512026000147;ASSOCIAO PLAME DE SADE;PLAMESC- PLANO MDICO SANTA CASA;Medicina de Grupo;RUA SO SEBASTIO;32;;CENTRO;Barra Mansa;RJ;27345480;24.0;33233775.0;;plamesc@plamesc.com.br;JAIR FUSCO;DIRETOR ADMINISTRATIVO;6.0;2015-11-18
419958;20961779000119;ASSOCIAO PLANO DE SADE SANTA CASA DE VALINHOS;PSC SADE - ASSISTNCIA MEDICA  ;Medicina de Grupo;AV. ONZE DE AGOSTO;1451;6 ANDAR - EDIFCIO ELLOPAR;JARDIM RIBEIRO;Valinhos;SP;13270190;;;;cbeltram@uol.com.br;CELSO BELTRAMINI;PRESIDENTE;6.0;2015-11-09
408093;66493339000185;ASSOCIAO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;APAS-BOTUCATU;Autogesto;RUA PRUDENTE DE MORAES;217;;CENTRO;Botucatu;SP;18602060;14.0;38155199.0;38155199.0;apasbtu@terra.com.br;ALEKSANDER TOALDO LACERDA;DIRETOR PRESIDENTE;5.0;1999-09-14
408263;71753297000104;ASSOCIAO POLICIAL DE ASSISTENCIA  SAUDE DE SAO JOAO DA BOA VISTA;APAS - ASSOCIAO POLICIAL DE ASSISTCIA  SADE SJBVISTA;Autogesto;AV. PRESIDENTE JOO BELCHIOR MARQUES GOU;401;;PARQUE NAES ;So Joo da Boa Vista;SP;13870579;19.0;36331494.0;36338415.0;apas.sjoao@uol.com.br;CELSO AUGUSTO LUCIO ;DIRETOR PRESIDENTE;5.0;1999-09-15
409413;444803000135;ASSOCIAO POLICIAL DE ASSISTNCIA A SADE;APAS FERNANDOPOLIS;Autogesto;AV. LBERO DE ALMEIDA SILVARES;3014;;COESTER;Fernandpolis;SP;15603087;17.0;34628371.0;;gerencia@apasfernandopolis.com;IVAN CESAR BELENTANI;PRESIDENTE;5.0;1999-10-27
410110;34259000153;ASSOCIAO POLICIAL DE ASSISTNCIA A SADE DA BAIXADA SANTISTA;APAS BAIXADA SANTISTA;Autogesto;RUA SO PAULO;118;CASA;VILA BELMIRO;Santos;SP;11075330;13.0;32261300.0;32265000.0;apas@apassantos.com.br;ELI FRAGA DO REGO;DIRETOR PRESIDENTE;5.0;1999-11-03
406813;59766105000107;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE;APAS ANDRADINA;Autogesto;RUA SO PAULO;757;;CENTRO;Andradina;SP;16901009;18.0;37224315.0;37224315.0;apas@apasandradina.com.br;ADALTO ALVES DE OLIVEIRA;DIRETOR PRESIDENTE;5.0;1999-08-06
406937;57272510000135;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE;APAS/MARILIA;Autogesto;RUA RIO GRANDE DO SUL;121;CASA;CENTRO;Marlia;SP;17509130;14.0;34020870.0;34331313.0;apasmari@terra.com.br;ANTONIO ZOTTI;PRESIDENTE;5.0;1999-08-04
410128;71559272000174;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE;APAS SADE SOROCABA;Autogesto;RUA CONDE D'EU;292;;VILA BOA VISTA;Sorocaba;SP;18030040;15.0;33317092.0;;adm.ans@apas-sorocaba.com.br;WASHINGTON LUIZ GAIOTTO;PRESIDENTE;5.0;1999-11-30
409405;642842000147;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE - VALE DO RIBEIRA;APAS VALE  DO RIBEIRA;Autogesto;RUA SHITIRO MAEJI;619;;CENTRO;Registro;SP;11900000;13.0;38211083.0;38211083.0;apasrgt@terra.com.br;EVERALDO FIGUEIREDO CALEGARI;PRESIDENTE;5.0;1999-10-26
423203;841848000143;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE APAS;APAS ASSIS;Autogesto;RUA SO PAULO;303.0;;VILA XAVIER;Assis;SP;19802001;18.0;33241423.0;;apasassis@outlook.com;DIONIZIO DE GENOVA JUNIOR;PRESIDENTE;6.0;2022-07-14
414212;59762062000183;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE ARAATUBA (APAS);ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE ARAATUBA;Autogesto;RUA RIO DE JANEIRO;120;CASA;VILA MENDONA;Araatuba;SP;16015150;18.0;36235389.0;;apas.administrativo@apasaracatuba.com.br;ADRIANA ROLEDO BELLUZZO;DIRETORA PRESIDENTE;5.0;2001-08-28
407569;72916364000127;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE BARRETOS;APAS- BARRETOS;Autogesto;AVENIDA 23;1337;;CENTRO;Barretos;SP;14780320;17.0;33229844.0;33225133.0;apasbarretos@terra.com.br;ANTONIO ALVES;DIRETOR PRESIDENTE;5.0;1999-08-20
406945;147571000153;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE BAURU;APAS BAURU;Autogesto;RUA MARIA JOS;1-71;QUADRA 1;CENTRO;Bauru;SP;17015440;14.0;32145500.0;32145501.0;apas@apasbauru.com.br;BENEDITO ROBERTO MEIRA;DIRETOR PRESIDENTE;5.0;1999-08-04
408026;665690000106;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE DRACENA;APAS DE DRACENA;Autogesto;RUA PRINCESA ISABEL;1215;;CENTRO;Dracena;SP;17900000;18.0;38213990.0;38213997.0;apasdrac@terra.com.br;CLAUDIN DE OLIVEIRA CRESPO;PRESIDENTE;5.0;1999-09-06
408034;66491036000123;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE JA;APAS-JAU;Autogesto;RUA DR JOO LEITE;652;;CENTRO;Ja;SP;17201090;1.0;436214846.0;436214846.0;contato@apasjau.com.br;JOO PEDRO DE OLIVEIRA FILHO;PRESIDENTE;5.0;1999-09-08
411248;648506000101;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE PRESIDENTE VENCESLAU;APAS/PV;Autogesto;RUA DUQUE DE CAXIAS;343;;CENTRO;Presidente Venceslau;SP;19400005;18.0;32713230.0;32713322.0;contato@apaspv.com.br;ELCIO APARECIDO RODRIGUES;PRESIDENTE;6.0;2000-05-08
408794;72918287000144;ASSOCIAO POLICIAL DE ASSISTNCIA  SADE DE RIBEIRO PRETO (APAS);APAS ASSOCIAO POLICIAL DE ASSISTNCIA A SADE RIBEIRO PRETO;Autogesto;RUA FLORIANO PEIXOTO;1491;;SUMARE;Ribeiro Preto;SP;14025388;16.0;35055000.0;;apasrp@apasrp.com.br;MARCO AURELIO HENRIQUES;PRESIDENTE;5.0;1999-10-07
420786;24807514000111;ASSOCIAO SANTA CASA CLNICAS DE BIRIGUI;SANTA CASA CLNICAS;Medicina de Grupo;RUA MAESTRO ANTONIO PASSARELI;208;;CENTRO;Birigui;SP;16200004;18.0;36496620.0;;bruni@santacasaclinicas.com.br;GABRIEL GENARO DE MORES;DIRETOR PRESIDENTE;6.0;2017-03-27
418803;16665579000141;ASSOCIAO SANTA CASA SADE DE ARAATUBA;SANTA CASA SADE DE ARAATUBA;Medicina de Grupo;RUA OSCAR RODRIGUES ALVES;1092;;VILA MENDONA;Araatuba;SP;16015030;18.0;36072720.0;;SCSAUDEGERENCIA@TERRA.COM.BR;FBIO JOS BLAYA MARTINEZ;GERENTE ADMINISTRATIVO;6.0;2013-03-25
419249;18321477000134;ASSOCIAO SANTA CASA SADE DE SO JOS DOS CAMPOS;SANTA CASA SADE;Medicina de Grupo;AVENIDA DOUTOR JOO GUILHERMINO;465;;CENTRO;So Jos dos Campos;SP;12210130;12.0;38769000.0;38769015.0;SANTACASASAUDE@SANTACASASAUDESJC.COM.BR;IV MOLINA ;DIRETOR EXECUTIVO PRESIDENTE;5.0;2014-01-08
418021;13001218000102;ASSOCIAO SANTA SADE;PLANO SANTA SADE;Medicina de Grupo;RUA DR. ANTNIO BENTO;162;TRREO;VILA MATHIAS;Santos;SP;11075260;13.0;32110602.0;;regulacao.ans@planosantasaude.com.br;RAPHAEL VITA COSTA;DIRETOR ADMINISTRATIVO E FINANCEIRO;5.0;2011-04-20
330892;2903477000102;ASSOCIAO SADE CONCEIO;SADE CONCEIO;Medicina de Grupo;RUA VIDAL RAMOS;299;SALA 01;CENTRO;Tubaro;SC;88701140;48.0;33027200.0;;saudeconceicao@saudeconceicao.org.br;BEATRIZ HOBOLD;PRESIDENTE;5.0;1998-12-24
418218;11336728000105;ASSOCIAO SADE RURAL ALEGRETE;SADE RURAL;Medicina de Grupo;RUA GENERAL VITORINO;156;SALA A;CENTRO;Alegrete;RS;97542310;;;;saude.rural@sauderural.com.br;PEDRO PIRES PFFERO;PRESIDENTE;6.0;2011-09-13
418919;11867361000156;ASSOCIAO SADE SO JOS;SADE SO JOS;Medicina de Grupo;RUA MARECHAL DEODORO;382;TERREO;CENTRO;Cricima;SC;88801110;48.0;34333338.0;34336242.0;PLANO@SSJOSE.COM.BR;MARIA FELCITA HENZ;PRESIDENTE;5.0;2013-06-13
417220;10796140000171;ASSOCIAO SERVIOS ODONTOLGICOS DA INDSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;ODONTOINDUSTRIA;Odontologia de Grupo;RUA ALVARES MACIEL;59;11 ANDAR;SANTA EFIGNIA;Belo Horizonte;MG;30150250;31.0;32634600.0;;anderson@odontoindustria.com.br;ANDERSON GONALVES DE ALMEIDA GOMES;REPRESENTANTE;3.0;2010-04-09
419141;14946109000120;ASSOCIAO SO FRANCISCO VIDA;SO FRANCISCO VIDA;Medicina de Grupo;RUA GENERAL CARNEIRO;471;;CENTRO;Jacare;SP;12308061;12.0;39559595.0;39559595.0;ans@sfvida.com.br;PEDRO GUIMARAES;DIRETOR SUPERINTENDENTE;5.0;2013-10-15
421006;27067508000163;ASSOCIAO SO LUIZ SADE;SO LUIZ SADE;Medicina de Grupo;RUA CORONEL ANDRE ULSON JUNIOR;248;;CENTRO;Araras;SP;13600690;19.0;35412107.0;;gerenciasls@iscma.com.br;RGIS ROBERTO OLIVRIO;ADMINISTRADOR;6.0;2017-09-29
420123;23557177000199;ASSOCIAO UNIVIDA SANTA RITA DO PASSA QUATRO;ASSOCIAO UNIVIDA;Medicina de Grupo;RUA INCIO RIBEIRO;355;;CENTRO;Santa Rita do Passa Quatro;SP;13670000;19.0;35823259.0;;gerencia@unividaplanodesaude.com.br;SYLVIO ZORDAO JUNIOR;PRESIDENTE;6.0;2016-05-16
412635;307714000147;ASSOCIAO VALEPARAIBANA DE ASSISTNCIA MDICA POLICIAL;AVAMP;Autogesto;AV MARECHAL DEODORO DA FONSECA;385;;JARDIM SANTA CLARA;Taubat;SP;12080000;12.0;36341266.0;;diretoria@avamp.com.br;RUBENS RAYMUNDO DA SILVA;PRESIDENTE;5.0;2000-11-16
420794;23779545000143;ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP;ASSOREL BRASIL;Administradora de Benefcios;AVENIDA HISTORIADOR RUBENS DE MENDONA;1856;14 ANDAR, SALA 1404;BOSQUE DA SAUDE;Cuiab;MT;78050000;65.0;30272470.0;;carolline@assorelbrasil.com.br;CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS;SCIA ADMINISTRADORA;5.0;2017-01-26
336874;15245079000198;ATEMDE ODONTO SADE CLUBE DE BENEFCIOS;ATEMDE ODONTO;Odontologia de Grupo;RUA RUI BARBOSA;120;ED. REAL SALA 202;CENTRO;Simes Filho;BA;43700000;71.0;34832700.0;34832711.0;contabilidade@atemde.com.br;ANTNIO CLEITON VIEIRA GURGEL;DIRETOR PRESIDENTE E ADMINISTR;5.0;1998-12-17
422151;34732056000152;ATITUDE SADE ASSISTNCIA MEDICA LTDA;ATITUDE SADE;Medicina de Grupo;AVENIDA TANCREDO NEVES;001283;EDIF EMPRESARIAL OMEGA SALA 0101;CAMINHO DAS ARVORES;Salvador;BA;41820021;;;;diretoria@planoatitudesaude.com.br;ELISANGELA SANTOS SOUSA;REPRESENTANTE JUNTO  ANS;;2020-02-27
320510;69289171000189;ATVIA SERVIOS DE SADE S/A;;Medicina de Grupo;AVENIDA PREFEITO JOS CRISTOVO AROUCA;35;;JD PEREIRA AMPARO;Jacare;SP;12327707;12.0;39543954.0;39543954.0;diretoria@ativia.com.br;GILBERTO ANTONIO DUMALAKAS;DIRETOR PRESIDENTE;5.0;1998-12-28
423629;49955478000164;AURORA SADE LTDA;AURORA SADE;Medicina de Grupo;Rua Ministro Orozimbo Nonato;442;Salas 903/904/905/906;Vila da Serra;Nova Lima;MG;34006053;31.0;971231133.0;;ans@souaurorasaude.com.br;LILIANE COSTA FREITAS OLIVEIRA;SCIA ADMINISTRADORA;;2023-07-03
327417;59847780000152;AUSTACLINICAS ASSISTNCIA MDICA E HOSPITALAR LTDA;AUSTACLINICAS;Medicina de Grupo;AVENIDA MURCHID HOMSI;1275;;Manor Daud;So Jos do Rio Preto;SP;15070650;17.0;32031414.0;;austaclinicas@austa.com.br;LUIS RAFAEL ALVES VIEGAS CHANES ;DIRETOR;5.0;1998-12-21
423734;50507787000150;AVANT ADMINISTRADORA DE BENEFICIOS LTDA;AVANT;Administradora de Benefcios;RUA DA QUITANDA;60;07 ANDAR;CENTRO;Rio de Janeiro;RJ;20011030;8.0;580340.0;;ana.gatinho@avantadministradora.com.br;ANA CAROLINA GATINHO SOARES;SCIO ADMINISTRADOR;;2023-08-28
424005;51124739000146;AVANTI ADMINISTRADORA DE BENEFCIOS EM SADE LTDA EPP;AVANTI VIDA E SADE;Administradora de Benefcios;RUA DOUTOR CELESTINO;122;616;CENTRO;Niteri;RJ;24020091;61.0;99640197.0;;aribeiro77@yahoo.com.br;ARTHUR RIBEIRO COUTINHO GONALVES DA SILVA;SOCIO ADMINISTRADOR ;;2024-06-24
418013;12903235000172;BACCS ADMINISTRADORA DE BENEFCIOS LTDA;BACCS;Administradora de Benefcios;AVENIDA DOM SEVERINO;2074;EDIFCIO JOS CARVALHO - SALA 104;FTIMA;Teresina;PI;64049375;21.0;3231159088324692.0;;JOHNNY@IBOALAN.COM.BR;ANTNIO CARLOS ANTUNES BASTOS;SCIO-ADMINISTRADOR;3.0;2011-04-20
422991;41215349000128;BAUEN LIFE LTDA.;BAUEN LIFE;Administradora de Benefcios;RUA SO PAULO;41;SALA 1904 B;VILA BELMIRO;Santos;SP;11075330;13.0;974210807.0;;ricardo@valdivia.com.br;JOSE RICARDO VALDIVIA JUNIOR;Scio Administrador;;2021-08-26
419257;19240452000179;BCI ADMINISTRADORA DE BENEFCIOS LTDA.;BCI ADMINISTRADORA DE BENEFCIOS;Administradora de Benefcios;ALAMEDA DOS GUARAMOMIS;1176;TRREO - PARTE;PLANALTO PAULISTA;So Paulo;SP;4076012;11.0;35253600.0;;administrativo@bciadministradora.com.br;FILIPE RODRIGUES RIBEIRO DA SILVA;REPRESENTANTE;4.0;2014-01-22
419125;7611953000135;BEDOIS SERVIOS DE ADMINISTRAO DE BENEFCIOS LTDA.;BEDOIS SERVIOS DE ADMINISTRAO DE BENEFCIOS LTDA.;Administradora de Benefcios;RUA DO CARMO;8;4 ANDAR - PARTE;CENTRO;Rio de Janeiro;RJ;20011020;21.0;22124150.0;22206917.0;FVIGNOLI@B2SAUDE.COM.BR;ROBERTO FRANCISCO VIGNOLI NUNES;DIRETOR PRESIDENTE;;2013-10-03
421332;29138326000161;BEM ADMINISTRADORAS LTDA;;Administradora de Benefcios;RUA DA QUITANDA;50;SALAS 2201, 2202, 2203;CENTRO;Rio de Janeiro;RJ;20011030;;;;elaine.almeida@bembeneficios.com.br;ELAINE DE ALMEIDA ALVES;SCIA;6.0;2018-07-19
420697;25313773000159;BEM ESTAR ADMINISTRADORA DE BENEFCIOS LTDA;;Administradora de Benefcios;RUA FELIPE SCHMIDT;679;;CENTRO;Florianpolis;SC;88010000;;;;CONTATO@BEMESTARADM.COM.BR;RAQUEL VITRIA MATOS;ADMINISTRADORA;3.0;2017-01-13
417874;8192597000125;BEM MAIS ODONTO OPERADORA ODONTOLGICA LTDA.;BEM MAIS ODONTO OPERADORA ODONTOLGICA LTDA.;Odontologia de Grupo;RUA JOSEPHINA MANDOTTI;88;;JARDIM MAIA;Guarulhos;SP;7115080;11.0;23583368.0;;administrativo@bemmaisodonto.com.br;GILBERTO MAIDA MELLACE JUNIOR;REPRESENTANTE;6.0;2011-02-03
423181;45050963000138;BEMSTAR ASSISTENCIA MEDICA LTDA;BEMSTAR;Medicina de Grupo;Rua Monsenhor Aderbal Miranda;875;Sala 03;Braslia;Feira de Santana;BA;44088180;71.0;41041808.0;;bemstarhealth@gmail.com;FRANCISCO GOMES DA FONSECA FILHO;SCIO ADMINISTRADOR;;2022-03-22
318299;83506030000100;BENEFICENCIA CAMILIANA DO SUL;PLANO DE SADE SO CAMILO;Filantropia;AVENIDA POMPIA;888;;VILA POMPIA;So Paulo;SP;5022000;49.0;34414900.0;34414934.0;assistente@planosaocamilo.com.br;MAURCIO GRIS;REPRESENTANTE LEGAL;5.0;1998-12-22
421189;22709109000135;BENEFICENCIA SOCIAL BOM SAMARITANO;HOSPITAL BOM SAMARITANO;Filantropia;R. Ranulfo Alvares;1620;;Vila Isa;Governador Valadares;MG;35044220;33.0;21016100.0;;gerenciaadm@hospitalsamaritano.org.br;ELVIS DEIVIS ANDRADE;Superintendente Administrativo;6.0;2018-06-28
